SERIES,Name,UNIT_MEASURE,UNIT_MULT,SEX,AGE,URBANISATION,COMPOSITE_BREAKDOWN,EDUCATION_LEV,DISABILITY_STATUS,OCCUPATION,INCOME_WEALTH_QUANTILE,PRODUCT,ACTIVITY
VC_VOV_DCMN,"Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law [10.3.1, 16.b.1]",PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SL_EMP_GTOTL,Labour share of GDP [10.4.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
FI_FSI_FSANL,Non-performing loans to total gross loans (%) [10.5.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
FI_FSI_FSERA,Return on assets (%) [10.5.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
FI_FSI_FSKA,Regulatory capital to assets (%) [10.5.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%) [10.5.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
FI_FSI_FSKRTC,Regulatory Tier 1 capital to risk-weighted assets (%) [10.5.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
FI_FSI_FSLS,Liquid assets to short term liabilities (%) [10.5.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
FI_FSI_FSSNO,Net open position in foreign exchange to capital (%) [10.5.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_INT_MBRDEV,"Proportion of members of developing countries in international organizations, by organization [10.6.1, 16.8.1]",PT,0,_T,_T,_T,IO_ADB;IO_AFDB;IO_ECOSOC;IO_FSB;IO_IADB;IO_IBRD;IO_IFC;IO_IMF;IO_UNGA;IO_UNSC;IO_WTO,_T,_T,_T,_T,_T,_T
SG_INT_VRTDEV,"Proportion of voting rights of developing countries in international organizations, by organization [10.6.1, 16.8.1]",PT,0,_T,_T,_T,IO_ADB;IO_AFDB;IO_ECOSOC;IO_FSB;IO_IADB;IO_IBRD;IO_IFC;IO_IMF;IO_UNGA;IO_UNSC;IO_WTO,_T,_T,_T,_T,_T,_T
SL_EMP_RCOST,Recruitment cost borne by employee as a proportion of yearly income earned in country of destination [10.7.1],PT,0,ALL,ALL,ALL,MS_MIGRANT;MS_EUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SG_CPA_MIGR,Countries that have implemented well-managed migration policies  (1 = YES; 0 = NO) [10.7.2],NUMBER,ALL,_T,_T,_T,PD_1;PD_2;PD_3;PD_4;PD_5;PD_6,_T,_T,_T,_T,_T,_T
SG_CPA_MIGRP,"Proportion of countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people [10.7.2]",PT,0,_T,_T,_T,_T;PD_1;PD_2;PD_3;PD_4;PD_5;PD_6,_T,_T,_T,_T,_T,_T
TM_TRF_ZERO,Proportion of tariff lines applied to imports with zero-tariff [10.a.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T;AGG_ARMS;AGG_CLTH;AGG_IND;AGG_AGR;AGG_OIL;AGG_TXT,_T
DC_TRF_TOTDL,"Total assistance for development, by donor countries [10.b.1]",USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
DC_TRF_TOTL,"Total assistance for development, by recipient countries [10.b.1]",USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
DC_TRF_TFDV,"Total resource flows for development, by recipient and donor countries [10.b.1]",USD,6,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SI_RMT_COST,Remittance costs as a proportion of the amount remitted [10.c.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_LND_SLUM,Proportion of urban population living in slums [11.1.1],PT,0,ALL,ALL,U,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
EN_LND_SLUMN,Urban population living in slums (number) [11.1.1],NUMBER,ALL,ALL,ALL,U,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SP_TRN_PUBL,Proportion of population that has convenient access to public transport [11.2.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
EN_LND_CNSPOP,Ratio of land consumption rate to population growth rate [11.3.1],RO,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_URB_CSPART,Proportion of cities with a direct participation structure of civil society in urban planning and management that operate regularly and democratically [11.3.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
VC_DSR_CDAN,Number of damaged critical infrastructure attributed to disasters [11.5.2],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
VC_DSR_HFDN,Number of destroyed or damaged health facilities attributed to disasters [11.5.2],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
VC_DSR_EFDN,Number of destroyed or damaged educational facilities attributed to disasters [11.5.2],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
VC_DSR_CDYN,Number of other destroyed or damaged critical infrastructure units and facilities attributed to disasters [11.5.2],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
VC_DSR_BSDN,Number of disruptions to basic services attributed to disasters [11.5.2],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
VC_DSR_ESDN,Number of disruptions to educational services attributed to disasters [11.5.2],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
VC_DSR_HSDN,Number of disruptions to health services attributed to disasters [11.5.2],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
VC_DSR_OBDN,Number of disruptions to other basic services attributed to disasters [11.5.2],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_REF_WASCOL,"Municipal Solid Waste collection coverage, by cities (%) [11.6.1]",PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_REF_COLDIS,Proportion of population served by municipal waste collection [11.6.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population [11.6.2]",GPERM3,ALL,_T,_T,ALL,_T,_T,_T,_T,_T,_T,_T
EN_URB_OPENSP,Average share of the built-up area of cities that is open space for public use for all [11.7.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_VOH_SXPH,"Proportion of persons victim of physical or sexual harassment, in the previous 12 months [11.7.2]",PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SG_URB_PLAN,Proportion of population living in cities that implement urban and regional development plans integrating population projections and resource needs,PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
DC_CST_EFICP,"Proportion of financial support to the least developed countries that is allocated to the construction and retrofitting of sustainable, resilient and resource-efficient buildings utilizing local materials",PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_SCP_CNTRY,Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO) [12.1.1],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_SCP_CORMEC,Countries with coordination mechanism for sustainable consumption and production (1 = YES; 0 = NO) [12.1.1],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_SCP_MACPOL,Countries with macro policy for sustainable consumption and production (1 = YES; 0 = NO) [12.1.1],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_SCP_POLINS,Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) [12.1.1],NUMBER,ALL,_T,_T,_T,_T;POL_MACRO;POL_ECONFIS;POL_REGLEG;POL_VOLSRG,_T,_T,_T,_T,_T,_T
AG_FLS_IDX,Global food loss index [12.3.1],IX,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_HAZ_CMRMNTRL,Compliance with the Montreal Protocol on hazardous waste and other chemicals [12.4.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_HAZ_CMRROTDAM,Compliance with the Rotterdam Convention on hazardous waste and other chemicals [12.4.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_HAZ_CMRBASEL,Compliance with the Basel Convention on hazardous waste and other chemicals [12.4.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_HAZ_CMRSTHOLM,Compliance with the Stockholm Convention on hazardous waste and other chemicals [12.4.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_HAZ_PCAP,"Hazardous waste generated, per capita (Kg) [12.4.2]",T,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_HAZ_TREAT,Proportion of hazardous waste treated [12.4.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_SCP_FRMN,Number of companies publishing sustainability reports [12.6.1],NUMBER,ALL,_T,_T,_T,_T;LOR_ADVANCED;LOR_MINIMUM,_T,_T,_T,_T,_T,_T
SG_SCP_PROCN,Countries implementing sustainable public procurement policies and action plans  (1 = YES; 0 = NO) [12.7.1],NUMBER,ALL,_T,_T,_T,_T;DEG_HIG;DEG_LOW;DEG_MHIG;DEG_VHIG;DEG_VLOW;DEG_MLOW,_T,_T,_T,_T,_T,_T
DC_SCP_RANDN,Amount of support to developing countries on research and development for sustainable consumption and production and environmentally sound technologies,USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_FFS_PRTSST,Fossil-fuel pre-tax subsidies (consumption and production) [12.c.1],USD,6,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_FFS_PRTSPC,Fossil-fuel pre-tax subsidies (consumption and production) per capita [12.c.1],USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_FFS_PRTSPR,Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP [12.c.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
DC_CLC_100B,Mobilized amount of United States dollars per year between 2020 and 2025 accountable towards the $100 billion commitment [13.a.1],USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_SCP_EZECO,Proportion of national exclusive economic zones managed using ecosystem-based approaches [14.2.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) [14.4.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_H2O_FISHFEXP,Proportion of fish stocks that are fully exploited [14.4.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_H2O_FISHNFEXP,Proportion of fish stocks that are not fully exploited [14.4.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_H2O_FISHOVEXP,Proportion of fish stocks that are overexploited [14.4.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres) [14.5.1],KM2,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_MRN_MARIN,Coverage of protected areas in relation to marine areas (Exclusive Economic Zones) [14.5.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_MRN_MPA,Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas [14.5.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_MRN_TOTL,Marine area (Economic Exclusion Zones) [14.5.1],KM2,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_REG_UNFCIM,"Progress by countries in the degree of implementation of international instruments aiming to combat illegal, unreported and unregulated fishing (level of implementation: 1 lowest to 5 highest) [14.6.1]",NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
EN_SCP_FSHGDP,Sustainable fisheries as a proportion of GDP [14.7.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_RDE_OSEX,National ocean science expenditure as a share of total research and development funding [14.a.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_REG_SSFRAR,Degree of application of a legal/regulatory/policy/institutional framework which recognizes and protects access rights for small-scale fisheries (level of implementation: 1 lowest to 5 highest) [14.b.1],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
AG_LND_TOTL,Land area (hectares) [15.1.1],HA,3,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
AG_LND_FRSTN,Forest area (hectares) [15.1.1],HA,3,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
AG_LND_FRST,Forest area as a proportion of total land area [15.1.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_PTD_FRHWTR,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_PTD_TERR,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
AG_LND_FRSTBIOPHA,Above-ground biomass in forest per hectare (tonnes per hectare) [15.2.1],T_PER_HA,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
AG_LND_FRSTBIOM,Above-ground biomass in forest (tonnes) [15.2.1],T,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (hectares) [15.2.1],HA,3,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
AG_LND_FRSTCHG,Forest area net change rate (%) [15.2.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
AG_LND_FRSTMGT,Proportion of forest area with a long-term management plan [15.2.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
AG_LND_FRSTPRCT,Proportion of forest area within legally established protected areas [15.2.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
AG_LND_FRSTPRCTN,Forest area within legally established protected areas [15.2.1],HA,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
AG_LND_DGRD,Proportion of land that is degraded over total land area [15.3.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_PTD_MTN,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas [15.4.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_MTN_GRNCVI,Mountain Green Cover Index [15.4.2],IX,0,_T,_T,_T,_T;ELV_1;ELV_2;ELV_3;ELV_4;ELV_5;ELV_6,_T,_T,_T,_T,_T,_T
ER_MTN_TOTL,Mountain area (square kilometres) [15.4.2],KM2,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_MTN_GRNCOV,Mountain green cover area (square kilometres) [15.4.2],KM2,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_RSK_LST,Red List Index [15.5.1],IX,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_CBD_SMTA,Total reported number of Standard Material Transfer Agreements (SMTAs) transferring plant genetic resources for food and agriculture to the country [15.6.1],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO) [15.6.1],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_CBD_ABSCLRHS,"Countries that have legislative, administrative and policy framework or measures reported to the Access and Benefit-Sharing Clearing-House (1 = YES; 0 = NO) [15.6.1]",NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_CBD_ORSPGRFA,"Countries that have legislative, administrative and policy framework or measures reported through the Online Reporting System on Compliance  of the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO) [15.6.1]",NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO) [15.6.1],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_WLD_TRPOACH,Proportion of traded wildlife that was poached or illicitly trafficked [15.7.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
DC_ODA_BDVDL,"Total official development assistance for biodiversity, by donor countries [15.a.1, 15.b.1]",CON_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
DC_ODA_BDVL,"Total official development assistance for biodiversity, by recipient countries [15.a.1, 15.b.1]",CON_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population [16.1.1]",PER_100000_POP,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_IHR_PSRCN,Number of victims of intentional homicide [16.1.1],NUMBER,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_DTH_TOCV,"Conflict-related deaths per 100,000 population [16.1.2]",PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_VOV_PHYL,Proportion of population subjected to physical violence in the previous 12 months [16.1.3],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_VOV_ROBB,Proportion of population subjected to robbery in the previous 12 months [16.1.3],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_VOV_SEXL,Proportion of population subjected to sexual violence in the previous 12 months [16.1.3],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_SNS_WALN,Proportion of population that feel safe walking alone around the area they live in [16.1.4],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_VAW_PHYPYV,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month [16.2.1],PT,0,ALL,Y1T14;Y2T14;Y1T4;Y0T14,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_HTF_DETVFL,"Detected victims of human trafficking for forced labour, servitude and slavery (number) [16.2.2]",NUMBER,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_HTF_DETVOP,Detected victims of human trafficking for other purposes (number) [16.2.2],NUMBER,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_HTF_DETVOG,Detected victims of human trafficking for removal of organ (number) [16.2.2],NUMBER,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_HTF_DETVSX,Detected victims of human trafficking for sexual exploitaton (number) [16.2.2],NUMBER,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_HTF_DETV,Detected victims of human trafficking (number) [16.2.2],NUMBER,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%) [16.2.2],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_VAW_SXVLN,Proportion of population aged 18-29 years who experienced sexual violence by age 18 [16.2.3],PT,0,ALL,Y18T29;Y18T74,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%) [16.3.1]",PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_PRR_SEXV,"Police reporting rate for sexual assault, by sex (%) [16.3.1]",PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_PRR_ROBB,"Police reporting rate for robbery, by sex (%) [16.3.1]",PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_PRS_UNSNT,Unsentenced detainees as a proportion of overall prison population [16.3.2],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_PRS_UNSNTN,Unsentenced detainees (number) [16.3.2],NUMBER,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
DI_ILL_IN,Total value of inward illicit financial flows [16.4.1],USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
DI_ILL_OUT,Total value of outward illicit financial flows [16.4.1],USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
VC_ARM_SZTRACE,"Proportion of seized, found or surrendered arms whose illicit origin or context has been traced or established by a competent authority in line with international instruments [16.4.2]",PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
IU_COR_BRIB,Prevalence rate of bribery [16.5.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
IC_FRM_BRIB,Bribery incidence (% of firms experiencing at least one bribe payment request) [16.5.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
GF_XPD_GBPC,Primary government expenditures as a proportion of original approved budget [16.6.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SP_PSR_SATIS,Proportion of population satisfied with their last experience of public services [16.6.2],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
IU_DMK_ICRS,Proportion of population who believe decision-making is inclusive and responsive [16.7.2],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority [16.9.1],PT,0,ALL,Y0T5;Y0;M6T59;Y0T4;Y0T7,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
VC_VAW_MTUHRA,"Number of cases of killings of human rights defenders, journalists and trade unionists [16.10.1]",NUMBER,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information [16.10.2]",NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_NHR_IMPL,Proportion of countries with independent National Human Rights Institutions in compliance with the Paris Principles (%) [16.a.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_NHR_IMPLN,"Countries with National Human Rights Institutions in compliance with the Paris Principles, A status (1 = YES; 0 = NO) [16.a.1]",NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_NHR_INTEXST,Proportion of countries that applied for accreditation as independent National Human Rights Institutions in compliance with the Paris Principles [16.a.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_NHR_NOSTUSN,"Countries with National Human Rights Institutions and no status with the Paris Principles, C status (1 = YES; 0 = NO) [16.a.1]",NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_NHR_INTEXSTN,"Countries with National Human Rights Institutions not fully compliant with the Paris Principles, B status (1 = YES; 0 = NO) [16.a.1]",NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_NHR_NOAPPLN,"Countries with no application for accreditation with the Paris Principles, D status  (1 = YES; 0 = NO) [16.a.1]",NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
GR_G14_GDP,Total government revenue as a proportion of GDP [17.1.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
GR_G14_XDC,"Total government revenue, in local currency [17.1.1]",CUR_LCU,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes [17.1.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
DC_ODA_SIDSG,"Net official development assistance (ODA) to small island states (SIDS) as a percentage of OECD-DAC donors' GNI, by donor countries [17.2.1]",PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
DC_ODA_LDCG,"Net official development assistance (ODA) to LDCs as a percentage of OECD-DAC donors' GNI, by donor countries [17.2.1]",PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
DC_ODA_LLDC,"Net official development assistance (ODA) to landlocked developing countries from OECD-DAC countries, by donor countries [17.2.1]",CON_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
DC_ODA_SIDS,"Net official development assistance (ODA) to small island states (SIDS) from OECD-DAC countries, by donor countries [17.2.1]",CON_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
